物料编码;零部件编号;零部件名称;图纸编号/图纸备注;材料/规格;单位;数量;采购类别;VENDOR;标准质保（类别）;海外标准质保要求;标准质保;海外协议签署情况;通则签署情况;供应商质保;标准质保差;质保需求;质保差;故障率;工时;成本价;售后成本;标准质保差;标准质保为1年的延保材料费;标准质保为1年的延保工时费;标准质保为2年的延保材料费;标准质保为2年的延保工时费;标准质保为5年的延保材料费;标准质保为5年的延保工时费;延保换件材料费;延保换件工时费;类别;备注;Vendor Description;P/N(供应商零部件编号);第二供应商信息;Second Vendor Description;SORT;Assembly Station(装配位置);Remark(备注);Remark English Description;New developed part(是否为新开发件);Technical state confirmation(技术状态确定);Section(科室);部门
13296875-00;BMK9UD-5124114A;地板压条114;;;;;;泰州市华发新型建材厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13305358-00;MFT-572;塑胶条;;;;14;;湖南博盛工业有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13306979-00;BMK9UD-5526143F;乘客扶手143;;;;1;;无锡市宏宇汽车配件制造有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13312371-00;Q27A3538F61;内六角花形盘头自攻螺钉;;;;;;上海上标集团紧固件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13314497-00;BMK9UD-8125020H;顶置电池热管理主机;;;;;;上海加冷松芝汽车空调股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13315009-00;BYDQ26A0430T20F61QP0.7;内六角花形沉头自攻锁紧螺钉;;;;20;;上海上标集团紧固件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13315010-00;BYDQ26A0540T20F61QP0.8;内六角花形沉头自攻锁紧螺钉;;;;13;;浙江瑞利动力科技有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13315011-00;BYDQ26A0525T20F62QP0.8;内六角花形沉头自攻锁紧螺钉;;;;3;;上海上标集团紧固件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13315012-00;BYDQ26A0540T20F62QP0.8;内六角花形沉头自攻锁紧螺钉;;;;8;;上海上标集团紧固件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13315015-00;BYDQ26A0416T20F62QP0.7;内六角花形沉头自攻锁紧螺钉;;;;2;;浙江瑞利动力科技有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13317813-00;BYDQ26A0416T20F61QP0.7;内六角花形沉头自攻锁紧螺钉;;;;25;;上海上标集团紧固件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13329172-00;BMK9UD-5834200A;两点式安全带;;;;1;;泉州市福兴塑料五金有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13348739-00;BMK9NA-3792740;复位开关;;;;;;慈溪市腾辉汽车零部件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
13349718-00;BMK9UE-3818010A;引擎音模拟器;;;;;;曲阜天博汽车电器有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13350587-00;TKC-6205341B;公端四角旋转锁1;;;;1;;苏州戴乐克工业锁具有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
13350589-00;TKC-6205343B;母端四角钥匙1;;;;3;;苏州戴乐克工业锁具有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
13354198-00;TKC-6206128A;铰链挡块;;;;2;;宁波丞展汽车零部件有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
13355645-00;BMK9UB-7109314C;座椅扶手座;;;;;;STER;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13360961-00;TKC-2101811A;动力电池支架;;;;;;南京市比亚迪汽车有限公司_十九部_公共工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13366136-00;K10MR-3501122;前桥制动托架连接组件;;;;;;ZF;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13366137-00;K10MR-3501123;K10MR-3501123_前桥制动托架定位组件_M00000;;;;;;采埃孚销售服务（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13373329-00;B15E01-4023110;胶套50*100，厚度7;;;;;;河北昊能汽车配件科技有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13384507-00;TKC-5108210A;整体式检修盖;;;;;;镇江长江汽车内饰件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13388745-00;K11U-3792914;K11U-3792914_分体框单框_M00000;;;;;;十五部深圳气囊工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13388746-00;K11U-3792915;K11U-3792915_分体框双框_M00000;;;;;;十五部深圳气囊工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13388747-00;K11U-3792916;K11U-3792916_分体框三框_M00000;;;;;;十五部深圳气囊工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13395378-00;K9FE-3509434;消声器总成N20A-04-08-00;;;;;;耐力股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
13395379-00;K9FE-3509433;回油阀弹簧N20A-04-05;;;;;;耐力股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
13404430-00;K9FE-3509437;K9FE-3509437_空压机密封圈_M00000;;;;;;耐力股份有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13405893-00;TKC-5108210F;整体式检修盖;;;;;;镇江长江汽车内饰件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13405941-00;B19E01-7109625;座椅垫块;;;;46;;开平市春山汽车座椅有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13405962-00;B19E01-7109625A;座椅垫块;;;;4;;开平市春山汽车座椅有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13415256-00;TKC-4023110A;胶套Φ80厚度10;;;;10;;东莞市华创橡胶制品有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13415257-00;TKC-4023110C;胶套Φ60厚度10;;;;;;东莞市华创橡胶制品有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13422348-00;K9FE-3509436;进气阀顶杆N20A-04-02-05A;;;;;;耐力股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
13435827-00;TKC-6206129P;单轴铰链;;;;2;;宁波丞展汽车零部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
13437975-00;TKC-4023110D;扶手管胶套1;;;;;;东莞市华创橡胶制品有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13437976-00;TKC-4023110E;胶套Φ25*50，厚度;;;;10;;东莞市华创橡胶制品有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13462766-00;K11U-1725030C;K11U-1725030C_换挡开关总成_M00000;;;;;;弗迪科技深圳气囊工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13468938-00;Q40516F61;Q40516F61_重型弹簧垫圈;;;;;;上海科曼车辆部件系统股份有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13480846-00;B70C01-3609300;B70C01-3609300_胎压CAN模块_M00000;;;;1;;深圳市永奥图电子有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13480847-00;B70C01-3609400;B70C01-3609400_胎压发射机_M00000;;;;6;;深圳市永奥图电子有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13480848-00;B70C01-3609410;B70C01-3609410_胎压绑带_M00000;;;;6;;深圳市永奥图电子有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13480943-00;B70C01-3609600;B70C01-3609600_胎压中继器_M00000;;;;1;;深圳市永奥图电子有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13486958-00;B15E01-5205200;B15E01-5205200_左刮臂总成_M00000;;;;;;道佳(南通)汽车零配件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
13486970-00;B15E01-5205111;B15E01-5205111_雨刮片_M00000;;;;;;道佳(南通)汽车零配件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
13486971-00;B15E01-5205300;B15E01-5205300_右刮臂总成_M00000;;;;;;道佳(南通)汽车零配件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
13491069-00;K9FE-3509438;放空阀芯N20A-04-11-02;;;;;;耐力股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
13493172-00;B12E01-6100010A;前乘客门总成;;;;;;Isaf Bus Components srl;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
13493173-00;B12E01-6700010A;中乘客门总成;;;;;;Isaf Bus Components srl;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
13493350-00;K9FE-3509613;接线板;;;;;;耐力股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
13500053-00;BMK9UD-5207100;洗涤液壶及电机总成;;;;;;道佳(南通)汽车零配件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13502300-00;TKC-5124200A;压条接头总成;;;;;;丹阳市中锐汽车部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13515641-00;BYDQ8201222-2T51F;卡套式压力表接头体;;;;3;;海盐县海管管件制造有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
13518572-00;Q80616T51F;卡套式直角接头体;;;;;;海盐县海管管件制造有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
13522202-00;B13S01-3509050;B13S01-3509050_空压机机头总成_M00000;;;;;;耐力股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13535569-00;B12E01-4121030;B12E01-4121030_组合前灯_M00000;;;;;;北京施和得科技发展有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13535573-00;B12E01-4108100;B12E01-4108100_牌照灯_M00000;;;;;;北京施和得科技发展有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13535574-00;B12E01-4111500;B12E01-4111500_后转向灯_M00000;;;;;;北京施和得科技发展有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13535575-00;B12E01-4113100;B12E01-4113100_倒车灯_M00000;;;;;;北京施和得科技发展有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13535578-00;B12E01-4116300;B12E01-4116300_后雾灯_M00000;;;;;;北京施和得科技发展有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13535579-00;B12E01-4117100;B12E01-4117100_侧标志灯_M00000;;;;;;北京施和得科技发展有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13535580-00;B12E01-4121010;B12E01-4121010_左组合前灯总成_M00000;;;;;;北京施和得科技发展有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13535581-00;B12E01-4121020;B12E01-4121020_右组合前灯总成_M00000;;;;;;北京施和得科技发展有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13535582-00;B12E01-4133060;B12E01-4133060_组合后灯_M00000;;;;;;北京施和得科技发展有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13535583-00;B12E01-4135100;后回复反射器;;;;;;北京施和得科技发展有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13535587-00;B12E01-4111300;B12E01-4111300_前转向灯_M00000;;;;;;北京施和得科技发展有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13547303-00;TKC-1303251E;冷却跳动软管;;;;;;上海新上橡汽车胶管有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
13547304-00;TKC-1303251F;冷却跳动软管;;;;;;上海新上橡汽车胶管有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
13549488-00;B12E01-3106010;子午线轮胎;;;;;;Continental Barum s.r.o.;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
13577683-00;TKC-3818200C;下客提醒蜂鸣器;;;;1;;深圳市汉得利电子科技有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13585504-00;B13E01-3600040;开放协议网关控制器;;;;1;;第十四事业部电喷工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13588172-00;B9ZZ561856;B9ZZ561856_压力传感器;;;;;;上海加冷松芝汽车空调股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13591375-00;TKC-2147010EX;TKC-2147010EX_集成式控制器6_M00666;;;;;;十四部深圳电控工厂;power control;;60months/500000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13593273-00;K9UD-3555011;K9UD-3555011_空气干燥器滤芯_M00000;;;;;;克诺尔商用车系统企业管理（上海）有限公司;保养件;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13597805-00;BC12E02-2105432;1#电池负极高压电缆;;;;;;第十四事业部长沙电动汽车研究所;电池(Power Battery);;60months/500000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13598446-00;B12E01-5206131B;B12E01-5206131B_司机推拉窗_M00000;;;;;;江苏长江交通科技有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13603172-00;B12E01-5613100A;B12E01-5613100A_左侧散热舱门本体总成_M00;;;;;;江苏弗莱迪斯汽车系统有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13603282-00;B12E01-2105433A;2#电池负极高压电缆;;;;;;第十四事业部长沙电动汽车研究所;电池(Power Battery);;60months/500000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13603284-00;B12E01-2105434A;3#电池负极高压电缆;;;;;;第十四事业部长沙电动汽车研究所;电池(Power Battery);;60months/500000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13603305-00;B12E01-2105914A;3#电池正极高压电缆;;;;;;第十四事业部长沙电动汽车研究所;电池(Power Battery);;60months/500000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13607846-00;B12E01-4101120;远近光灯支架总成;;;;;;广州盛吉五金制品有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13613802-00;B12E01-7925010;车载wifi;;;;;;Shlomo;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13613803-00;B12E01-7930060;车内站节牌;;;;;;Shlomo;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13613804-00;B12E01-7930060B;车内站节牌;;;;;;Shlomo;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13614326-00;B12E01-4002600;下车按钮小线;;;;;;第十五事业部线束深圳工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13614332-00;B12E01-4022100B;电池包小线;;;;;;第十五事业部线束深圳工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13614707-00;B12A02-3506011;进气橡胶管;;;;;;耐力股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
13616102-00;B12E01-5712150;顶装饰罩本体总成5;;;;;;江苏正威新材料股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
13618054-00;B12E01-8206111;左搁脚板;;;;;;广州盛吉五金制品有限公司/丹阳市长江汽车部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13618057-00;B12E01-8208341;报纸栏支架;;;;;;Shlomo;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13618522-00;B12E01-5405114A;侧窗包柱114;;;;;;湖北凯威高分子材料有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13618557-00;B12E01-5405513A;左前围装饰件3;;;;;;湖北凯威高分子材料有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13618573-00;B12E01-5405511A;左前围装饰件1;;;;;;湖北凯威高分子材料有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13618576-00;B12E01-5405514A;左前围装饰件4;;;;;;湖北凯威高分子材料有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13619529-00;B12E01-5405311A;窗沿角板311;;;;;;湖南博盛工业有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13619531-00;B12E01-5405393B;窗沿角板接头;;;;;;湖南博盛工业有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13619561-00;B12E01-5405312A;窗沿角板312;;;;;;湖南博盛工业有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13619562-00;B12E01-5405313A;窗沿角板313;;;;;;湖南博盛工业有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13619563-00;B12E01-5405314A;窗沿角板314;;;;;;湖南博盛工业有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13619564-00;B12E01-5405315A;窗沿角板315;;;;;;湖南博盛工业有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13619565-00;B12E01-5405316A;窗沿角板316;;;;;;湖南博盛工业有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13619566-00;B12E01-5405391A;窗沿角板左封头;;;;;;湖南博盛工业有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13619567-00;B12E01-5405391B;窗沿角板左封头;;;;;;湖南博盛工业有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13619568-00;B12E01-5405392A;窗沿角板右封头;;;;;;湖南博盛工业有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13619569-00;B12E01-5405392B;窗沿角板右封头;;;;;;湖南博盛工业有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13619570-00;B12E01-5405393A;窗沿角板接头;;;;;;湖南博盛工业有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13619571-00;B12E01-5405317A;窗沿角板317;;;;;;湖南博盛工业有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13619572-00;B12E01-5405318A;窗沿角板318;;;;;;湖南博盛工业有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13619573-00;B12E01-5405321A;窗沿角板321;;;;;;湖南博盛工业有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13619574-00;B12E01-5405322A;窗沿角板322;;;;;;湖南博盛工业有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13619681-00;B12E01-8125150;电池热管理主机附件;;;;;;上海加冷松芝汽车空调股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13619691-00;B12E01-3909111;垃圾桶1;;;;;;Shlomo;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13619706-00;B12E01-3909112;垃圾桶1;;;;;;Shlomo;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13621908-00;5103040080;5103040080_空气压缩机电机定子;;;;;;河北耐力股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13621925-00;5103030015;5103030015_空气压缩机电机转子;;;;;;河北耐力股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13624729-00;BMK9UD-5526113J;乘客扶手113;;;;;;无锡市宏宇汽车配件制造有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13625537-00;B12E01-5604100A;B12E01-5604100A_后舱门本体总成_M00000;;;;;;江苏弗莱迪斯汽车系统有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13626261-00;BMK9NA-3792150C;BMK9NA-3792150C_三档前除霜开关_M00000;;;;;;慈溪市腾辉汽车零部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13628665-00;BMK9UD-5405128F;螺钉饰扣;;;;;;湖南博盛工业有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13628779-00;B15E01-3101020A;钢轮总成;;;;6;;兴民智通（集团）股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
13629021-00;D8UR-5306811;D8UR-5306811_组合开关罩左侧_M00000;;;;;;弗迪科技深圳气囊工厂;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13629023-00;D8UR-5306812;D8UR-5306812_组合开关罩右侧_M00000;;;;;;弗迪科技深圳气囊工厂;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13633202-00;K11U-8202114L;左外后视镜底座;;;;;;IndustrialArcol,S.A.;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13637017-00;K7U-8114112;冷凝风机;;;;;;上海加冷松芝汽车空调股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13638156-00;BMK9UD-5526223L;扶手侧边座;;;;5;;无锡市宏宇汽车配件制造有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13638157-00;BMK9UD-5526225L;扶手上座1;;;;;;无锡市宏宇汽车配件制造有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13639983-00;B12E01-7925030;车载交换机;;;;;;北京华飞时代科技有限公司;power control;;60months/500000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13640269-00;BMK9UD-5526213L;扶手玻璃夹1;;;;;;无锡市宏宇汽车配件制造有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
13648134-00;B12E01-8100280;回风格栅;;;;;;深圳市科泰新能源车用空调技术有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13658618-00;B12C02-3506511B;耐油软管;;;;;;河北三丰橡塑制品有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
13658918-00;B12E01-4021610;车身改制小线1;;;;;;第十五事业部线束深圳工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13658919-00;B12E01-4021620;车身改制小线2;;;;;;第十五事业部线束深圳工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
13661033-00;B9ZZ590999;B9ZZ590999_水温传感器;;;;;;上海加冷松芝汽车空调股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13661045-00;B005001402;B005001402_低压开关组件;;;;;;上海加冷松芝汽车空调股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13694779-00;BYDQ681B16NT-2N;单孔管夹;;;;6;;江西天昊汽车部件有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
13701473-00;B0DH210089;板式换热器;;;;;;上海加冷松芝汽车空调股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13702352-00;BMK9UD-6800214A;座椅气管接头;;;;1;;浙江天成自控股份有限公司/ BEGE;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
